,Latitud,Longitud
0,10.9431455,-74.8034733
1,10.9866326,-74.8031478
2,10.95502,-74.77906
3,10.9775842,-74.7950473
4,10.9631659,-74.7861714
5,10.9915844,-74.8071299
6,17.473061,-91.4265916
7,10.9992726,-74.808618
8,10.976452,-74.7775569
9,10.976452,-74.7775569
10,10.93676,-74.7799
11,10.9387959,-74.7917988
12,10.9967337,-74.795152
13,10.9928042,-74.7830855
14,10.9323098,-74.7819988
15,11.0064766,-74.7896194
16,10.9387959,-74.7917988
17,10.976935,-74.8395749
18,10.93946,-74.7873392
19,10.9763357,-74.7769003
20,10.969886,-74.8271409
21,10.979565,-74.7774212
22,10.9680263,-74.7862244
23,11.0086,-74.81179
24,11.00695,-74.82612
25,10.9951263,-74.8290095
26,10.9970839,-74.8304375
27,10.9653532,-74.8424864
28,10.976452,-74.7775569
29,10.9387959,-74.7917988
30,10.9482934,-74.8143983
31,3.402661,-76.5112459
32,10.96221,-74.8074099
33,10.976452,-74.7775569
34,20.49689672074689,-86.95526698547718
35,10.9784769,-74.8258334
36,11.006767,-74.7896809
37,10.9617758,-74.7749727
38,10.991988,-74.8190079
39,10.9916287,-74.8134402
40,10.9902144,-74.7859912
41,10.9698287,-74.7827651
42,7.890828,-72.5120939
43,10.976452,-74.7775569
44,10.9593995,-74.7861139
45,11.01081,-74.81468
46,-20.2076361,-70.134546
47,10.9936037,-74.8263415
48,10.9801089,-74.7881547
49,10.9460832,-74.80211
50,11.0020787,-74.8158981
51,10.95635,-74.7793
52,10.99759,-74.80814
53,4.7256812,-74.0572704
54,10.96835,-74.83805
55,11.0059154,-74.7889819
56,11.0204755,-74.7987258
57,10.9462397,-74.7900469
58,39.6080727,-0.5607188
59,20.9740275,-89.6104595
60,10.9763357,-74.7769003
61,10.964405,-74.8043656
62,10.96459,-74.78795
63,10.99403,-74.8015339
64,10.93809,-74.77477
65,10.973303,-74.8112029
66,10.9594166,-74.819546
67,10.987798,-74.7872079
68,10.9574605,-74.8021946
69,10.9465953,-74.810263
70,10.9717974,-74.7795708
71,10.9763357,-74.7769003
72,10.9479935,-74.7751375
73,4.7985073,-75.7343828
74,10.9366579,-74.8145426
75,10.961815,-74.8396705
76,10.929058,-74.7865159
77,10.9761005,-74.7767731
78,10.9736,-74.78441
79,10.929058,-74.7865159
80,10.976452,-74.7775569
81,10.96446,-74.8385
82,10.9719722,-74.8366987
83,3.40411,-76.5083842
84,10.9483636,-74.7836391
85,10.9916539,-74.8118476
86,11.0168,-74.8258
87,10.976184,-74.7769779
88,4.5715872,-74.1700981
89,11.01703,-74.79612
90,10.9520996,-74.7736722
91,4.7343327,-74.100377
92,10.9659289,-74.7751076
93,11.00485,-74.835
94,10.95575,-74.7754
95,10.9719722,-74.8366987
96,10.976442,-74.7774879
97,10.9510717,-74.7739518
98,10.93427,-74.8244
99,10.96109,-74.77964
100,10.9314787,-74.8299686
101,10.9886399,-74.8290422
102,10.9915844,-74.8071299
103,11.0168,-74.81962
104,10.9543321,-74.8211322
105,10.9763357,-74.7769003
106,10.929449,-74.7948949
107,10.9833474,-74.8034269
108,10.9671479,-74.7994944
109,11.0004436,-74.808172
110,10.9373575,-74.8279021
111,10.9412408,-74.80123
112,10.9723813,-74.7811526
113,10.9606838,-74.8395547
114,10.8471699,-74.7823034
115,10.99832,-74.82267
116,10.9653532,-74.8424864
117,11.004304,-74.7871109
118,10.9954116,-74.7871625
119,10.99354,-74.82492
120,10.9586514,-74.8225698
121,10.9376879,-74.8095462
122,10.9745874,-74.801628
123,10.9868282,-74.7983492
124,10.98523,-74.80342
125,10.97154,-74.83706
126,10.9920321,-74.7967012
127,10.9901723,-74.8272424
128,11.003943,-74.8252265
129,-20.2080272,-70.1313522
130,10.9653953,-74.8110761
131,17.473061,-91.4265916
132,10.947554,-74.8165191
133,10.9392849,-74.7887117
134,10.969698,-74.8429919
135,3.413932,-76.4863279
136,10.9530645,-74.8195461
137,10.99772,-74.81513
138,11.0044789,-74.7878023
139,10.982466,-74.7844509
140,-16.6553798,-49.2726338
141,10.9835518,-74.7886247
142,10.9719722,-74.8366987
143,10.9552221,-74.7659199
144,11.00324,-74.80496
145,10.9681178,-74.7935578
146,11.01015,-74.81511
147,39.526758,-0.4860578
148,10.96221,-74.8074099
149,10.9625125,-74.8340294
150,9.244008,-74.7576339
151,10.9624837,-74.8077733
152,10.9647687,-74.8020327
153,11.0133413,-74.8182155
154,10.9730024,-74.7924515
155,3.4742909,-76.4878706
156,10.976452,-74.7775569
157,10.965835,-74.801596
158,10.9828412,-74.7697246
