,Latitud,Longitud
650,10.98784,-74.80024
651,10.93985,-74.79146
652,10.96179,-74.79314
653,10.97553,-74.83348
654,10.99199,-74.81901
655,10.91615,-74.8826
656,10.99611,-74.80886
657,10.97634,-74.7769
658,10.9461,-74.7954
659,10.96531,-74.79715
660,10.97848,-74.82583
661,11.01498,-74.80561
662,10.93215,-74.78192
663,10.97634,-74.7769
664,10.94674,-74.79963
665,10.96179,-74.79314
666,10.99156,-74.78576
667,10.96446,-74.8385
668,10.9764,-74.77743
669,11.00591,-74.78898
670,10.98371,-74.80475
671,10.94772,-74.81072
672,10.93738,-74.82795
673,10.97138,-74.80351
674,10.97286,-74.83714
675,10.94539,-74.77619
676,10.99041,-74.8086
677,10.97783,-74.843
678,10.98371,-74.80475
679,11.00129,-74.80465
680,10.9764,-74.77743
681,10.97669,-74.8423
682,10.97424,-74.79752
683,10.94447,-74.77219
684,10.97687,-74.84657
685,10.98324,-74.78733
686,10.97705,-74.83237
687,3.42515,-76.47527
688,11.01468,-74.81733
689,10.93175,-74.78864
690,10.9913,-74.80678
691,10.98661,-74.81621
692,11.00764,-74.79045
693,10.97246,-74.78488
694,10.97993,-74.84393
695,10.96109,-74.77964
696,10.96221,-74.80741
697,11.00304,-74.82077
698,11.02312,-74.81108
699,10.97562,-74.7831
700,10.94608,-74.80352
701,10.93629,-74.81934
702,10.96024,-74.79717
703,10.9943,-74.80977
704,10.93215,-74.78192
705,10.96535,-74.84249
706,10.97523,-74.80164
707,10.99611,-74.80886
708,-34.7562,-58.23106
709,10.93132,-74.81297
710,10.96993,-74.79578
711,10.9518,-74.81081
712,10.97623,-74.80623
713,10.92976,-74.79565
714,11.01024,-74.8112
715,10.98921,-74.79522
716,10.98767,-74.78966
717,10.9769,-74.80863
718,10.96535,-74.84249
719,10.94821,-74.8166
720,10.98076,-74.80454
721,10.94903,-74.78102
722,10.97634,-74.7769
723,10.97597,-74.8054
724,11.00176,-74.82805
725,10.95306,-74.81955
726,10.97456,-74.83634
727,3.53467,-76.27848
728,10.96232,-74.80764
729,10.99234,-74.802
730,10.96346,-74.83114
731,10.99302,-74.79561
732,11.00615,-74.78914
733,10.94579,-74.80999
734,11.01684,-74.81636
735,10.96253,-74.7846
736,10.92907,-74.78645
737,10.9675,-74.80155
738,11.01343,-74.83163
739,10.98583,-74.77706
740,10.96221,-74.80741
741,10.92907,-74.78645
742,10.9943,-74.80977
743,11.01343,-74.83163
744,10.95188,-74.77387
745,10.96695,-74.80776
746,10.97154,-74.83706
747,10.99684,-74.8085
748,10.97634,-74.7769
749,10.957,-74.80178
750,10.98455,-74.78563
751,9.26379,-74.78063
752,10.98974,-74.80194
753,10.9983,-74.80778
754,10.97634,-74.7769
755,11.00445,-74.82865
756,10.9461,-74.7954
757,10.97286,-74.83714
758,10.95938,-74.80497
759,10.97526,-74.80211
760,11.00594,-74.8244
761,10.98099,-74.81066
762,10.96221,-74.80741
763,11.01809,-74.82093
764,11.00752,-74.79003
765,3.54485,-76.29952
766,10.95428,-74.79662
