,fecha_accidente,a_o_accidente,mes_accidente,dia_accidente,hora_accidente,gravedad_accidente,clase_accidente,sitio_exacto_accidente,cant_heridos_en_sitio_accidente,cantidad_accidentes,cant_muertos_en_sitio_accidente,Unnamed: 0,Latitud,Longitud
799,2023-03-16,2023,3,thu,1900-01-01 08:00:00,con heridos,choque,calle 110 carrera 43,3,1,,799,10.99217,-74.80805
800,2023-04-16,2023,4,sun,1900-01-01 02:30:00,con heridos,choque,calle 85 carrera 21,2,1,,800,10.97103,-74.82719
801,2023-04-16,2023,4,sun,1900-01-01 16:00:00,con heridos,atropello,calle 30 carrera 50,1,1,,801,10.94049,-74.77487
802,2023-04-16,2023,4,sun,1900-01-01 04:30:00,con heridos,choque,calle 47 carrera 18,1,1,,802,10.96067,-74.79977
803,2023-04-16,2023,4,sun,1900-01-01 17:50:00,con heridos,choque,carrera 15 sur con calle 72,1,1,,803,10.96221,-74.80741
804,2023-04-16,2023,4,sun,1900-01-01 18:50:00,con heridos,atropello,calle 61 cra 15 - 95,2,1,,804,10.96204,-74.80717
805,2023-04-16,2023,4,sun,1900-01-01 19:30:00,con heridos,atropello,calle 110 carrera 26,1,1,,805,10.97169,-74.83719
806,2023-04-16,2023,4,sun,1900-01-01 20:00:00,con heridos,choque,calle 45 carrera 2d,3,1,,806,10.9349,-74.79929
807,2023-05-16,2023,5,tue,1900-01-01 13:40:00,con heridos,choque,calle 19 con retorno calle 30,2,1,,807,10.93317,-74.78128
808,2023-05-16,2023,5,tue,1900-01-01 15:10:00,con heridos,choque,carrera 21 calle 44,1,1,,808,10.96149,-74.79249
809,2023-05-16,2023,5,tue,1900-01-01 07:00:00,con heridos,choque,carrera 2 # 37e - 08,2,1,,809,18.89256,-96.96993
810,2023-05-16,2023,5,tue,1900-01-01 07:30:00,con heridos,choque,calle 45b cra 5b,1,1,,810,10.93979,-74.8003
811,2023-05-16,2023,5,tue,1900-01-01 19:50:00,con heridos,choque,calle 47 cra 1e,2,1,,811,10.93325,-74.8034
812,2023-05-16,2023,5,tue,1900-01-01 09:00:00,con heridos,atropello,carrera 15 sur calle 47c,1,1,,812,10.96221,-74.80741
813,2023-05-16,2023,5,tue,1900-01-01 09:30:00,con heridos,choque,calle 60 carrera 14,1,1,,813,10.96038,-74.80674
814,2023-06-16,2023,6,fri,1900-01-01 15:00:00,con heridos,choque,carrera 44b con calle 99,2,1,,814,11.00564,-74.83322
815,2023-06-16,2023,6,fri,1900-01-01 05:10:00,con heridos,atropello,carrera 38 con calle 76 y 74,2,1,,815,10.97634,-74.7769
816,2023-06-16,2023,6,fri,1900-01-01 17:30:00,con heridos,choque,calle 35 carrera 33,1,1,,816,10.97257,-74.7817
817,2023-06-16,2023,6,fri,1900-01-01 18:30:00,con heridos,atropello,calle 110 con carrera 6q,2,1,,817,10.95161,-74.83444
818,2023-06-16,2023,6,fri,1900-01-01 07:50:00,con heridos,choque,carrera 38 # 81 - 93,2,1,,818,3.41854,-76.50656
819,2023-06-16,2023,6,fri,1900-01-01 08:00:00,con heridos,choque,calle 45 cra 27,3,1,,819,10.96956,-74.78994
820,2023-07-16,2023,7,sun,1900-01-01 02:30:00,con heridos,choque,calle 45 # 10d-48,1,1,,820,19.13155,-96.12153
821,2023-07-16,2023,7,sun,1900-01-01 06:40:00,con heridos,choque,calle 87 con carrera 15 a1,1,1,,821,10.96221,-74.80741
822,2023-07-16,2023,7,sun,1900-01-01 08:30:00,con heridos,choque,carrera 46 calle 75 el porvenir,6,1,,822,10.99601,-74.8089
823,2023-07-16,2023,7,sun,1900-01-01 09:20:00,con heridos,choque,avenida via 40 con calle 85,1,1,,823,11.02877,-74.8062
824,2023-08-16,2023,8,wed,1900-01-01 16:40:00,con heridos,choque,carrera 43 calle 67,1,1,,824,10.98853,-74.80152
825,2023-08-16,2023,8,wed,1900-01-01 07:30:00,con heridos,choque,carrera 45 calle 50,2,1,,825,10.98729,-74.78824
826,2023-08-16,2023,8,wed,1900-01-01 19:30:00,con heridos,choque,calle 110 carrera 43,1,1,,826,10.99217,-74.80805
827,2023-09-16,2023,9,sat,1900-01-01 13:30:00,con heridos,choque,carrera 50 con calle 57,1,1,,827,10.92945,-74.7949
828,2023-09-16,2023,9,sat,1900-01-01 04:15:00,con heridos,choque,carrera 35 # 56-05,2,1,,828,19.12705,-96.12156
829,2023-09-16,2023,9,sat,1900-01-01 19:00:00,con heridos,atropello,carrera 44 con calle 68,2,1,,829,10.98974,-74.80194
830,2023-09-16,2023,9,sat,1900-01-01 12:30:00,con heridos,atropello,carrera 55 calle 99,1,1,,830,11.01533,-74.82678
831,2023-10-16,2023,10,mon,1900-01-01 02:30:00,con heridos,atropello,carrera 6 sur # 47-20,3,1,,831,19.25231,-97.89175
832,2023-10-16,2023,10,mon,1900-01-01 14:50:00,con heridos,choque,calle 68 carrera 43,2,1,,832,10.9889,-74.80217
833,2023-10-16,2023,10,mon,1900-01-01 17:45:00,con heridos,choque,calle 81 con carrera 65,3,1,,833,11.01221,-74.80798
834,2023-10-16,2023,10,mon,1900-01-01 10:40:00,con heridos,choque,calle 82 carrera 55,1,1,,834,11.00702,-74.81271
835,2023-10-16,2023,10,mon,1900-01-01 10:50:00,con heridos,choque,calle 94 carrera 51b,2,1,,835,11.00947,-74.82515
836,2023-10-16,2023,10,mon,1900-01-01 23:00:00,con heridos,atropello,calle 110 carrera 4 sur,2,1,,836,10.84356,-74.77174
837,2023-10-16,2023,10,mon,1900-01-01 00:10:00,con heridos,choque,carrera 51b con calle 90,1,1,,837,11.00805,-74.82211
838,2023-11-16,2023,11,thu,1900-01-01 05:50:00,con heridos,atropello,carrera 43 # 47-53,1,1,,838,19.13525,-96.12177
839,2023-11-16,2023,11,thu,1900-01-01 06:30:00,con heridos,choque,carrera 15 sur con calle 98,3,1,,839,10.96221,-74.80741
840,2023-11-16,2023,11,thu,1900-01-01 07:30:00,con heridos,volcamiento,calle 61 con carrera 12,1,1,,840,10.95822,-74.80876
841,2023-11-16,2023,11,thu,1900-01-01 11:25:00,con heridos,choque,avenida via 40 carrera 50,1,1,,841,11.00648,-74.78962
842,2023-01-17,2023,1,tue,1900-01-01 17:40:00,con heridos,choque,avenida circunvalar con calle 46,1,1,,842,10.98957,-74.78464
843,2023-01-17,2023,1,tue,1900-01-01 19:45:00,con heridos,choque,avenida cordialidad con cra 13b,1,1,,843,10.95944,-74.80651
844,2023-01-17,2023,1,tue,1900-01-01 21:00:00,con heridos,choque,carrera 7b con calle 74,1,1,,844,10.95308,-74.8195
845,2023-02-17,2023,2,fri,1900-01-01 13:00:00,con heridos,choque,calle 58 con carrera 27,1,1,,845,10.97523,-74.80164
846,2023-02-17,2023,2,fri,1900-01-01 14:00:00,con heridos,choque,calle 105 cra 15,2,1,,846,10.96221,-74.80741
847,2023-02-17,2023,2,fri,1900-01-01 17:46:00,con heridos,choque,calle 80 b carrera 38,1,1,,847,10.98687,-74.82
848,2023-02-17,2023,2,fri,1900-01-01 17:50:00,con heridos,choque,carrera 29 con calle 71,1,1,,848,10.97644,-74.83343
849,2023-02-17,2023,2,fri,1900-01-01 08:05:00,con heridos,choque,carrera 50 con calle 66,2,1,,849,10.99455,-74.79884
850,2023-02-17,2023,2,fri,1900-01-01 08:50:00,con heridos,choque,calle 68 carrera 38b,1,1,,850,10.98443,-74.80343
851,2023-02-17,2023,2,fri,1900-01-01 10:10:00,con heridos,choque,carrera 51 calle 95,1,1,,851,11.00929,-74.82659
852,2023-03-17,2023,3,fri,1900-01-01 13:30:00,con heridos,choque,avenida circunvalar con calle 46,2,1,,852,10.98957,-74.78464
853,2023-03-17,2023,3,fri,1900-01-01 16:48:00,con heridos,choque,avenida circunvalar con calle 51b,1,1,,853,10.93231,-74.782
854,2023-03-17,2023,3,fri,1900-01-01 08:15:00,con heridos,choque,avenida cordialidad con calle 72,2,1,,854,10.92729,-74.81736
855,2023-03-17,2023,3,fri,1900-01-01 09:20:00,con heridos,caida ocupante,carrera 51b calle 106,1,1,,855,11.01436,-74.83592
856,2023-04-17,2023,4,mon,1900-01-01 02:45:00,con heridos,choque,calle 47b carrera 21,1,1,,856,10.96363,-74.79558
857,2023-04-17,2023,4,mon,1900-01-01 07:30:00,con heridos,atropello,carrera 43 calle 39,2,1,,857,10.98188,-74.78135
858,2023-04-17,2023,4,mon,1900-01-01 10:20:00,con heridos,choque,avenida cordialidad carrera 13-07,1,1,,858,10.96737,-74.83671
859,2023-05-17,2023,5,wed,1900-01-01 02:10:00,con heridos,choque,carrera 46 con calle 82,1,1,,859,11.00067,-74.81674
860,2023-05-17,2023,5,wed,1900-01-01 18:00:00,con heridos,choque,calle 41 carrera 8b,1,1,,860,10.94728,-74.79608
861,2023-05-17,2023,5,wed,1900-01-01 09:50:00,con heridos,choque,carrera 46 con via 40,1,1,,861,11.00591,-74.78898
862,2023-05-17,2023,5,wed,1900-01-01 00:50:00,con heridos,atropello,calle 76 carrera 6,2,1,,862,10.9457,-74.82178
863,2023-06-17,2023,6,sat,1900-01-01 14:14:00,con heridos,choque,calle 56c carrera 14,2,1,,863,10.95938,-74.80497
864,2023-06-17,2023,6,sat,1900-01-01 04:00:00,con heridos,choque,carrera 59 con calle 81 - 123,1,1,,864,11.0096,-74.80893
865,2023-06-17,2023,6,sat,1900-01-01 16:30:00,con heridos,choque,calle 53 carrera 53,1,1,,865,10.99168,-74.78917
866,2023-06-17,2023,6,sat,1900-01-01 10:50:00,con heridos,choque,av. cordialidad cra 10,1,1,,866,11.03224,-74.86212
867,2023-06-17,2023,6,sat,1900-01-01 11:00:00,con heridos,choque,via 40 calle 70c,1,1,,867,11.00789,-74.79039
868,2023-07-17,2023,7,mon,1900-01-01 13:30:00,con heridos,choque,carrera 35 calle 58,2,1,,868,10.92758,-74.79606
869,2023-07-17,2023,7,mon,1900-01-01 03:00:00,con heridos,choque,calle 108 con carrera 14,1,1,,869,11.03934,-74.82539
870,2023-07-17,2023,7,mon,1900-01-01 18:00:00,con heridos,choque,carrera 15 sur calle 98,1,1,,870,10.96221,-74.80741
871,2023-07-17,2023,7,mon,1900-01-01 06:40:00,con heridos,choque,calle 48 con carrera 21b,1,1,,871,10.9878,-74.78721
872,2023-07-17,2023,7,mon,1900-01-01 08:00:00,con heridos,choque,calle 40b carrera 21,1,1,,872,10.96094,-74.79119
873,2023-07-17,2023,7,mon,1900-01-01 09:00:00,con heridos,choque,calle 63b carrera 23,1,1,,873,10.96999,-74.80493
874,2023-08-17,2023,8,thu,1900-01-01 05:00:00,con heridos,atropello,calle 17 carrera 23,1,1,,874,10.9606,-74.77486
875,2023-08-17,2023,8,thu,1900-01-01 06:50:00,con heridos,choque,cra 67 calle 84,1,1,,875,11.01397,-74.80962
876,2023-08-17,2023,8,thu,1900-01-01 06:55:00,con heridos,choque,av. circunvalar entre cra 43 y 46,2,1,,876,10.93203,-74.78612
877,2023-08-17,2023,8,thu,1900-01-01 07:00:00,con heridos,choque,carrera 43 calle 65b,1,1,,877,10.98784,-74.80024
878,2023-08-17,2023,8,thu,1900-01-01 09:10:00,con heridos,choque,calle 110 carrera 5,1,1,,878,10.93985,-74.79146
879,2023-08-17,2023,8,thu,1900-01-01 09:40:00,con heridos,choque,carrera 21 calle 45,1,1,,879,10.96179,-74.79314
880,2023-09-17,2023,9,sun,1900-01-01 02:00:00,con muertos,choque,calle 55b carrera 3c,0,1,1,880,10.94254,-74.81667
881,2023-09-17,2023,9,sun,1900-01-01 03:30:00,con heridos,choque,calle 76 cra 7c,2,1,,881,10.95056,-74.82169
882,2023-09-17,2023,9,sun,1900-01-01 03:35:00,con heridos,choque,calle 39 carrera 32,1,1,,882,10.97224,-74.78431
883,2023-09-17,2023,9,sun,1900-01-01 11:30:00,con heridos,choque,carrera 8 calle 41,2,1,,883,10.94609,-74.79609
884,2023-10-17,2023,10,tue,1900-01-01 14:20:00,con heridos,choque,calle 34 cra 36,1,1,,884,10.97589,-74.77987
885,2023-10-17,2023,10,tue,1900-01-01 06:50:00,con heridos,choque,carrera 53 con calle 106,3,1,,885,11.01762,-74.83461
886,2023-10-17,2023,10,tue,1900-01-01 08:00:00,con heridos,choque,carrera 8 calle 38b,1,1,,886,10.94593,-74.79412
887,2023-10-17,2023,10,tue,1900-01-01 12:30:00,con heridos,choque,carrera 33 calle 37,1,1,,887,10.97292,-74.78267
888,2023-11-17,2023,11,fri,1900-01-01 14:45:00,con heridos,atropello,carrera 43b calle 84,1,1,,888,10.99931,-74.81977
889,2023-11-17,2023,11,fri,1900-01-01 18:45:00,con heridos,choque,calle 110 carrera 38,1,1,,889,10.97634,-74.7769
890,2023-01-18,2023,1,wed,1900-01-01 14:30:00,con heridos,choque,calle 103 carrera 27,1,1,,890,10.97553,-74.83348
891,2023-01-18,2023,1,wed,1900-01-01 15:00:00,con heridos,choque,av. circunvalar calle 80,2,1,,891,10.99199,-74.81901
892,2023-01-18,2023,1,wed,1900-01-01 06:10:00,con heridos,choque,calle 110 carrera 35,2,1,,892,10.91615,-74.8826
893,2023-01-18,2023,1,wed,1900-01-01 07:15:00,con heridos,choque,carrera 46 calle 75,3,1,,893,10.99611,-74.80886
894,2023-01-18,2023,1,wed,1900-01-01 12:05:00,con heridos,choque,cra 38 calle 142,1,1,,894,10.97634,-74.7769
895,2023-02-18,2023,2,sat,1900-01-01 13:10:00,con heridos,choque,carrera 8 calle 40,2,1,,895,10.9461,-74.7954
896,2023-02-18,2023,2,sat,1900-01-01 15:20:00,con heridos,choque,calle 50 carrera 21,1,1,,896,10.96531,-74.79715
897,2023-02-18,2023,2,sat,1900-01-01 16:30:00,con heridos,atropello,calle 83 carrera 27,1,1,,897,10.97848,-74.82583
898,2023-02-18,2023,2,sat,1900-01-01 17:00:00,con heridos,choque,calle 80 carrera 70,1,1,,898,11.01498,-74.80561
899,2023-02-18,2023,2,sat,1900-01-01 06:30:00,con heridos,choque,av. circunvalar con carrera 6h,1,1,,899,10.93215,-74.78192
900,2023-02-18,2023,2,sat,1900-01-01 23:00:00,con heridos,choque,calle 30 carrera 38,1,1,,900,10.97636,-74.77736
901,2023-03-18,2023,3,sat,1900-01-01 14:00:00,con heridos,choque,calle 45 carrera 8a,1,1,,901,10.94674,-74.79963
902,2023-03-18,2023,3,sat,1900-01-01 06:30:00,con heridos,choque,carrera 21 calle 45 e,2,1,,902,10.96179,-74.79314
903,2023-03-18,2023,3,sat,1900-01-01 06:50:00,con heridos,choque,calle 48 carrera 52,2,1,,903,10.99156,-74.78576
904,2023-03-18,2023,3,sat,1900-01-01 22:00:00,con heridos,choque,calle 110 carrera 12,1,1,,904,10.96446,-74.8385
905,2023-04-18,2023,4,tue,1900-01-01 13:45:00,con heridos,choque,calle 6 carrera 30,2,1,,905,10.97636,-74.77736
906,2023-04-18,2023,4,tue,1900-01-01 06:15:00,con heridos,choque,via 40 con carrera 67b,2,1,,906,11.0025,-74.78421
907,2023-04-18,2023,4,tue,1900-01-01 18:20:00,con heridos,choque,carrera 38 calle 69,1,1,,907,10.98371,-74.80475
908,2023-04-18,2023,4,tue,1900-01-01 07:15:00,con heridos,choque,calle 110 carrera 6,1,1,,908,10.94429,-74.80727
909,2023-04-18,2023,4,tue,1900-01-01 09:40:00,con heridos,choque,calle 96 carrera 2c,1,1,,909,10.93738,-74.82795
910,2023-04-18,2023,4,tue,1900-01-01 10:48:00,con heridos,choque,carrera 24 calle 61,3,1,,910,10.97138,-74.80351
911,2023-05-18,2023,5,thu,1900-01-01 13:10:00,con heridos,choque,calle 110 carrera 72a,2,1,,911,10.97286,-74.83714
912,2023-05-18,2023,5,thu,1900-01-01 19:30:00,con heridos,choque,calle 19 carrera 6b,4,1,,912,10.94539,-74.77619
913,2023-05-18,2023,5,thu,1900-01-01 08:35:00,con heridos,choque,calle 73 carrera 41b,2,1,,913,10.99041,-74.8086
914,2023-05-18,2023,5,thu,1900-01-01 21:40:00,con heridos,choque,calle 119 carrera 31,2,1,,914,10.97783,-74.843
915,2023-05-18,2023,5,thu,1900-01-01 10:10:00,con heridos,caida ocupante,carrera 38 calle 69,1,1,,915,10.98371,-74.80475
916,2023-06-18,2023,6,sun,1900-01-01 17:25:00,con heridos,choque,calle 75 con carrera 53,1,1,,916,11.00129,-74.80465
917,2023-06-18,2023,6,sun,1900-01-01 18:00:00,con heridos,choque,calle 30 con carrera 13c,1,1,,917,10.97636,-74.77736
918,2023-06-18,2023,6,sun,1900-01-01 08:45:00,con heridos,choque,calle 117b cra 26p,1,1,,918,10.97669,-74.8423
919,2023-06-18,2023,6,sun,1900-01-01 10:00:00,con heridos,otro,calle 53d carrera 25c,1,1,,919,10.97424,-74.79752
920,2023-06-18,2023,6,sun,1900-01-01 22:30:00,con heridos,atropello,calle 19 con carrera 6,2,1,,920,10.94447,-74.77219
921,2023-06-18,2023,6,sun,1900-01-01 11:40:00,con heridos,choque,calle 58 con carrera 25,2,1,,921,10.97687,-74.84657
922,2023-06-18,2023,6,sun,1900-01-01 12:10:00,con heridos,choque,carrera 43 calle 47,3,1,,922,10.98324,-74.78733
923,2023-07-18,2023,7,tue,1900-01-01 16:10:00,con heridos,choque,calle 30 carrera 21,1,1,,923,10.97705,-74.83237
924,2023-08-18,2023,8,fri,1900-01-01 19:00:00,con heridos,atropello,calle 98 #52c,1,1,,924,3.42515,-76.47527
925,2023-09-18,2023,9,mon,1900-01-01 14:00:00,con heridos,choque,via 40 calle 76,1,1,,925,11.0153,-74.79455
926,2023-09-18,2023,9,mon,1900-01-01 04:20:00,con heridos,volcamiento,calle 90 carrera 4b,1,1,,926,10.94165,-74.8241
927,2023-09-18,2023,9,mon,1900-01-01 09:30:00,con heridos,choque,carrera 47 calle 69,1,1,,927,10.99341,-74.8017
928,2023-10-18,2023,10,wed,1900-01-01 17:40:00,con heridos,atropello,avenida cordialidad calle 76,2,1,,928,10.94605,-74.82197
929,2023-10-18,2023,10,wed,1900-01-01 10:50:00,con heridos,choque,calle 64 carrera 59,1,1,,929,10.99651,-74.79365
930,2023-10-18,2023,10,wed,1900-01-01 11:30:00,con heridos,choque,calle 47 con carrera 1e,1,1,,930,10.93325,-74.8034
931,2023-10-18,2023,10,wed,1900-01-01 12:40:00,con heridos,choque,carrera 40 calle 40,2,1,,931,11.00648,-74.78962
932,2023-11-18,2023,11,sat,1900-01-01 14:40:00,con heridos,choque,via 40 con calle 80,1,1,,932,11.02339,-74.80155
933,2023-11-18,2023,11,sat,1900-01-01 16:20:00,con heridos,choque,calle 30 carrera 35,1,1,,933,10.97376,-74.77855
934,2023-11-18,2023,11,sat,1900-01-01 12:40:00,con heridos,atropello,calle 30 # 24-59,1,1,,934,39.52676,-0.48606
935,2023-01-19,2023,1,thu,1900-01-01 14:10:00,con heridos,choque,calle 90 con carrera 59b,1,1,,935,11.01468,-74.81733
936,2023-01-19,2023,1,thu,1900-01-01 15:50:00,con heridos,choque,calle 110 con carrera 46,1,1,,936,10.93415,-74.78711
937,2023-01-19,2023,1,thu,1900-01-01 05:55:00,con heridos,choque,calle 110 con carrera 43,1,1,,937,10.9913,-74.80678
938,2023-01-19,2023,1,thu,1900-01-01 18:00:00,con heridos,atropello,carrera 38 calle 76,1,1,,938,10.98661,-74.81621
939,2023-01-19,2023,1,thu,1900-01-01 07:30:00,con heridos,choque,via 40 con calle 70b,1,1,,939,10.99133,-74.77941
940,2023-01-19,2023,1,thu,1900-01-01 09:00:00,con heridos,choque,carrera 32 con calle 40,1,1,,940,10.97246,-74.78488
941,2023-02-19,2023,2,sun,1900-01-01 13:20:00,con heridos,choque,carrera 37 con calle 120,1,1,,941,10.97993,-74.84393
942,2023-02-19,2023,2,sun,1900-01-01 02:30:00,con heridos,choque,carrera 23 calle 24,4,1,,942,10.96109,-74.77964
943,2023-02-19,2023,2,sun,1900-01-01 02:40:00,con heridos,choque,carrera 15 sur calle 98,1,1,,943,10.96221,-74.80741
944,2023-02-19,2023,2,sun,1900-01-01 03:15:00,con heridos,choque,calle 85 carrera 47,4,1,,944,11.00304,-74.82077
945,2023-02-19,2023,2,sun,1900-01-01 16:10:00,con heridos,atropello,carrera 3 sur calle 89,2,1,,945,11.02312,-74.81108
946,2023-02-19,2023,2,sun,1900-01-01 18:50:00,con heridos,atropello,calle 39 carrera 35,1,1,,946,10.97562,-74.7831
947,2023-02-19,2023,2,sun,1900-01-01 19:50:00,con heridos,choque,calle 48 carrera 8,1,1,,947,10.94608,-74.80352
948,2023-02-19,2023,2,sun,1900-01-01 19:50:00,con muertos,choque,carrera 2 con calle 78,0,1,1,948,10.93629,-74.81934
949,2023-02-19,2023,2,sun,1900-01-01 22:30:00,con heridos,choque,calle 45f carrera 19,1,1,,949,10.96024,-74.79717
950,2023-03-19,2023,3,sun,1900-01-01 16:45:00,con heridos,choque,calle 75 carrera 44,1,1,,950,10.9943,-74.80977
951,2023-03-19,2023,3,sun,1900-01-01 08:00:00,con heridos,choque,avenida circunvalar carrera 6l,1,1,,951,10.93215,-74.78192
952,2023-03-19,2023,3,sun,1900-01-01 21:00:00,con heridos,choque,calle 57 con carrera 10,4,1,,952,10.96535,-74.84249
953,2023-03-19,2023,3,sun,1900-01-01 21:20:00,con heridos,choque,carrera 27 calle 58,2,1,,953,10.97523,-74.80164
954,2023-03-19,2023,3,sun,1900-01-01 21:30:00,con heridos,choque,carrera 46 calle 75,1,1,,954,10.99611,-74.80886
955,2023-03-19,2023,3,sun,1900-01-01 22:05:00,con heridos,choque,calle 136 #9d,1,1,,955,-34.7562,-58.23106
956,2023-03-19,2023,3,sun,1900-01-01 10:30:00,con heridos,choque,carrera 8 sur calle 51 b,1,1,,956,10.93132,-74.81297
957,2023-03-19,2023,3,sun,1900-01-01 12:00:00,con heridos,choque,calle 52 carrera 26,1,1,,957,10.96993,-74.79578
958,2023-04-19,2023,4,wed,1900-01-01 16:20:00,con muertos,choque,calle 5 carrera 9,0,1,1,958,10.9518,-74.81081
959,2023-04-19,2023,4,wed,1900-01-01 19:30:00,con heridos,choque,carrera 27 calle 65,1,1,,959,10.97623,-74.80623
960,2023-04-19,2023,4,wed,1900-01-01 10:10:00,con heridos,atropello,cra 1 sur calle 41c,1,1,,960,10.92976,-74.79565
961,2023-05-19,2023,5,fri,1900-01-01 14:00:00,solo daños,choque,calle 82 cra 59,0,1,,961,11.01024,-74.8112
962,2023-05-19,2023,5,fri,1900-01-01 04:40:00,con heridos,choque,carrera 45 calle 59,1,1,,962,10.98921,-74.79522
963,2023-05-19,2023,5,fri,1900-01-01 07:30:00,con heridos,caida ocupante,calle 53 carrera 45,1,1,,963,10.98767,-74.78966
964,2023-05-19,2023,5,fri,1900-01-01 20:30:00,con heridos,choque,carrera 27 calle 70b,1,1,,964,10.9769,-74.80863
965,2023-05-19,2023,5,fri,1900-01-01 09:40:00,con heridos,choque,calle 24 con cra 10,2,1,,965,10.96535,-74.84249
966,2023-06-19,2023,6,mon,1900-01-01 02:45:00,con heridos,choque,carrera 6a con calle 72,2,1,,966,10.94821,-74.8166
967,2023-06-19,2023,6,mon,1900-01-01 07:00:00,con heridos,choque,calle 68 con carrera 32,1,1,,967,10.98076,-74.80454
968,2023-06-19,2023,6,mon,1900-01-01 20:30:00,con heridos,atropello,calle 27 carrera 10,1,1,,968,10.94903,-74.78102
969,2023-07-19,2023,7,wed,1900-01-01 16:00:00,con heridos,choque,calle 30 carrera 26,1,1,,969,10.97634,-74.7769
970,2023-07-19,2023,7,wed,1900-01-01 12:30:00,con heridos,atropello,carrera 27 con calle 64,1,1,,970,10.97597,-74.8054
971,2023-08-19,2023,8,sat,1900-01-01 15:30:00,con heridos,choque,calle 93 cra 43 - 41,1,1,,971,11.00176,-74.82805
972,2023-08-19,2023,8,sat,1900-01-01 04:00:00,con heridos,choque,calle 74 con carrera 46,1,1,,972,10.95308,-74.8195
973,2023-08-19,2023,8,sat,1900-01-01 07:30:00,con heridos,choque,calle 110 con carrera 27,1,1,,973,10.97456,-74.83634
974,2023-08-19,2023,8,sat,1900-01-01 08:50:00,con heridos,choque,calle 36b #18-121,1,1,,974,3.53467,-76.27848
975,2023-08-19,2023,8,sat,1900-01-01 09:40:00,con heridos,atropello,calle 15 sur con carrera 47,1,1,,975,10.96232,-74.80764
976,2023-08-19,2023,8,sat,1900-01-01 10:20:00,con heridos,caida ocupante,carrera 46 con calle 69,1,1,,976,10.99234,-74.802
977,2023-09-19,2023,9,tue,1900-01-01 06:00:00,con heridos,choque,carrera 38 calle28,1,1,,977,10.98435,-74.8071
978,2023-09-19,2023,9,tue,1900-01-01 08:10:00,con heridos,choque,calle 100 con carrera 52,1,1,,978,11.01343,-74.83163
979,2023-09-19,2023,9,tue,1900-01-01 21:20:00,con heridos,choque,avenida cordialidad #23-68,1,1,,979,-11.93714,-77.08013
980,2023-10-19,2023,10,thu,1900-01-01 15:45:00,con heridos,choque,carrera 45 calle 45,1,1,,980,10.92906,-74.78652
981,2023-10-19,2023,10,thu,1900-01-01 15:50:00,con heridos,choque,carrera 54 calle 46,1,1,,981,10.98914,-74.79105
982,2023-11-19,2023,11,sun,1900-01-01 14:30:00,con heridos,choque,calle 51 con carrera 35,1,1,,982,10.97803,-74.79191
983,2023-11-19,2023,11,sun,1900-01-01 14:35:00,con heridos,choque,calle 60 # 38-39,1,1,,983,19.51066,-99.06939
984,2023-11-19,2023,11,sun,1900-01-01 10:00:00,con heridos,choque,calle 17 carrera 30,2,1,,984,10.96757,-74.77475
985,2023-11-19,2023,11,sun,1900-01-01 10:50:00,con heridos,choque,carrera 45 #80-199,1,1,,985,3.40403,-76.51185
986,2023-11-19,2023,11,sun,1900-01-01 00:50:00,con heridos,choque,calle 30 entre carrera 45 y 44,1,1,,986,10.97636,-74.77736
987,2023-01-20,2023,1,fri,1900-01-01 06:00:00,con heridos,choque,avenida circunvalar con calle 98,1,1,,987,10.96346,-74.83114
988,2023-01-20,2023,1,fri,1900-01-01 18:20:00,con heridos,choque,carrera 50 con calle 61,2,1,,988,10.99302,-74.79561
989,2023-01-20,2023,1,fri,1900-01-01 07:35:00,con heridos,choque,via 40 con calle 58,1,1,,989,11.00449,-74.78754
990,2023-01-20,2023,1,fri,1900-01-01 08:20:00,con heridos,choque,diagonal 54 cra 6,2,1,,990,10.94579,-74.80999
991,2023-01-20,2023,1,fri,1900-01-01 11:50:00,con heridos,choque,cra 64c con calle 91,1,1,,991,11.01684,-74.81636
992,2023-02-20,2023,2,mon,1900-01-01 13:45:00,con heridos,choque,calle 31 carrera 23,2,1,,992,10.96253,-74.7846
993,2023-02-20,2023,2,mon,1900-01-01 03:00:00,con heridos,choque,calle 45 con carrera 20,2,1,,993,10.92906,-74.78652
994,2023-02-20,2023,2,mon,1900-01-01 17:00:00,con heridos,atropello,calle 74b con carrera 21,1,1,,994,10.9675,-74.80155
995,2023-02-20,2023,2,mon,1900-01-01 05:20:00,con heridos,choque,carrera 52 y 53 con calle 75,3,1,,995,11.01343,-74.83163
996,2023-02-20,2023,2,mon,1900-01-01 05:30:00,con heridos,choque,calle 34 carrera 46,2,1,,996,10.98583,-74.77706
997,2023-02-20,2023,2,mon,1900-01-01 05:40:00,con heridos,atropello,carrera 15 sur calle 51b,6,1,,997,10.96221,-74.80741
998,2023-02-20,2023,2,mon,1900-01-01 07:10:00,con heridos,choque,calle 45 con cra 14,3,1,,998,10.92906,-74.78652
999,2023-02-20,2023,2,mon,1900-01-01 10:00:00,con heridos,choque,carrera 44 con calle 75,1,1,,999,10.9943,-74.80977
1000,2023-02-20,2023,2,mon,1900-01-01 23:00:00,con heridos,choque,carrera 8 con calle 52,2,1,,1000,11.01343,-74.83163
1001,2023-03-20,2023,3,mon,1900-01-01 01:40:00,con heridos,choque,calle 17 carrera 12,2,1,,1001,10.95188,-74.77387
