Latitud,Longitud
10.9707553,-74.810969
10.9707553,-74.810969
4.6714536,-74.0779507
4.6714536,-74.0779507
,
4.6875888,-74.0905606
,
,
10.9899446,-74.822559
10.9899446,-74.822559
4.6920956,-74.0857592
4.6920956,-74.0857592
4.6674356,-74.0565647
4.6674356,-74.0565647
11.0102435,-74.81122239999999
11.0102435,-74.81122239999999
3.4217461,-76.4823242
10.9936381,-74.8217507
10.9936381,-74.8217507
,
,
11.0009844,-74.8157758
11.0009844,-74.8157758
11.0102024,-74.8151565
11.0122192,-74.8136675
11.0122192,-74.8136675
,
,
18.4037563,-65.9633375
4.6719051,-74.0468119
4.6719051,-74.0468119
11.015294,-74.8179064
11.015294,-74.8179064
10.9975744,-74.8305097
10.9975744,-74.8305097
,
10.9640784,-74.83229759999999
10.9640784,-74.83229759999999
4.637732,-74.065503
4.637732,-74.065503
,
,
