Latitud,Longitud
4.6837105,-74.0586916
11.0059281,-74.8293754
11.0059281,-74.8293754
10.9968087,-74.81006810000001
11.005801,-74.82930859999999
11.005801,-74.82930859999999
4.6779804,-74.07352689999999
,
,
6.2655157,-75.5563912
4.6663781,-74.0573908
10.3073057,123.8972892
10.3073057,123.8972892
4.6659874,-74.05488190000001
4.6659874,-74.05488190000001
10.9470515,-74.8127469
10.9470515,-74.8127469
,
,
4.6851115,-74.092674
4.6851115,-74.092674
11.0226155,-74.80809049999999
11.0226155,-74.80809049999999
,
,
,
,
3.4435691,-76.5342926
3.4435691,-76.5342926
,
11.0161065,-74.7953998
11.0161065,-74.7953998
10.9906661,-74.7798054
10.9906661,-74.7798054
10.9712404,-74.8108971
10.9712404,-74.8108971
11.0012577,-74.78435
11.0012577,-74.78435
3.4455151,-76.5468824
3.4455151,-76.5468824
,
,
10.9232564,-74.8014046
10.9232564,-74.8014046
10.9232564,-74.8014046
4.6321366,-74.0606555
-11.9372833,-77.0799236
-11.9372833,-77.0799236
-11.9372833,-77.0799236
-11.9372833,-77.0799236
10.9455758,-74.7977441
11.0263731,-74.8037791
11.0263731,-74.8037791
,
,
,
,
,
,
,
10.9945533,-74.8387792
10.9945533,-74.8387792
,
,
,
,
10.9953478,-74.8066785
10.9953478,-74.8066785
10.9511312,-74.8332813
10.9511312,-74.8332813
10.9511312,-74.8332813
10.9908161,-74.8056504
,
,
,
,
,
-11.8704028,-77.1182202
-11.8704028,-77.1182202
-11.8704028,-77.1182202
-11.8704028,-77.1182202
,
,
,
5.546771,-73.3498018
5.546771,-73.3498018
40.7756535,0.6733424
40.7756535,0.6733424
4.6822503,-74.0491008
10.9592685,-74.785127
10.9592685,-74.785127
10.9652382,-74.78276610000002
10.9652382,-74.78276610000002
10.9703976,-74.7844122
10.9770022,-74.77676579999999
10.9770022,-74.77676579999999
,
,
10.9835482,-74.7758895
10.9835482,-74.7758895
10.9468954,-74.78472099999999
10.9468954,-74.78472099999999
10.0707147,-69.3196215
10.0707147,-69.3196215
,
,
,
10.9609415,-74.7912068
10.9609415,-74.7912068
18.5071014,-69.9065208
18.5071014,-69.9065208
,
,
,
,
18.4842508,-69.9270007
18.4842508,-69.9270007
18.4842508,-69.9270007
,
,
6.2386741,-75.5557918
18.4842508,-69.9270007
4.6346591,-74.0637705
4.6346591,-74.0637705
7.7462853,-72.22877369999999
7.7462853,-72.22877369999999
10.9228263,-74.8052475
20.9641746,-89.6236794
20.9641746,-89.6236794
10.9700013,-74.8049534
10.9700013,-74.8049534
4.6528157,-74.0680031
4.6528157,-74.0680031
4.6587961,-74.07461239999999
3.4387166,-76.5049979
3.4387166,-76.5049979
10.9769472,-74.8086318
10.9769472,-74.8086318
4.6097935,-74.1938853
4.6097935,-74.1938853
11.0029041,-74.8024415
11.0029041,-74.8024415
10.996039,-74.8089005
10.996039,-74.8089005
4.6891726,-74.0902895
4.6891726,-74.0902895
6.1518273,-75.620637
6.1518273,-75.620637
4.678273799999999,-74.0830416
4.678273799999999,-74.0830416
4.6669518,-74.0652353
,
11.0004891,-74.8082191
11.0004891,-74.8082191
11.0004891,-74.8082191
10.9971593,-74.8154869
10.9971593,-74.8154869
4.6662846,-74.0553113
11.0109828,-74.8109676
11.0109828,-74.8109676
11.0073463,-74.81603009999999
10.9681808,-74.8296522
10.9604804,-74.8266627
,
4.6772092,-74.0584725
,
,
4.675402099999999,-74.0498095
4.675402099999999,-74.0498095
4.6845267,-74.07149199999999
4.6845267,-74.07149199999999
4.6391808,-74.1581789
4.6391808,-74.1581789
,
4.637732,-74.065503
,
,
,
10.9230761,-74.8008679
10.9230761,-74.8008679
,
,
,
,
10.9569406,-74.7991576
10.9569406,-74.7991576
,
,
,
8.2435447,-73.3542268
10.9687211,-74.8081191
10.9687211,-74.8081191
4.6395186,-74.0729887
4.6395186,-74.0729887
20.9459428,-89.6269743
20.9459428,-89.6269743
4.6568722,-74.0732153
10.0764238,-69.3261269
6.2089522,-75.5595162
6.2089522,-75.5595162
40.7475461,14.4952251
40.7475461,14.4952251
,
10.9783013,-74.782022
6.2999081,-75.545166
6.2999081,-75.545166
10.9962025,-74.7980303
10.9856434,-74.8126623
10.9856434,-74.8126623
,
,
4.6442477,-74.0828253
4.6442477,-74.0828253
,
,
10.9360601,-74.8014915
14.6137315,-90.5340672
14.6137315,-90.5340672
,
,
6.2722449,-75.5510341
6.2722449,-75.5510341
6.2722449,-75.5510341
,
,
,
4.6292144,-74.0681672
4.6292144,-74.0681672
,
,
10.9900338,-74.80419049999999
10.9900338,-74.80419049999999
6.323525399999999,-75.5472327
6.323525399999999,-75.5472327
3.4055678,-76.5067766
,
,
,
6.2727849,-75.5541313
6.2727849,-75.5541313
11.0039736,-74.8246226
11.0039736,-74.8246226
10.9949426,-74.8058902
10.9949426,-74.8058902
40.7540127,-73.9825927
40.7540127,-73.9825927
7.106970599999999,-73.1059518
7.106970599999999,-73.1059518
10.996039,-74.8089005
10.996039,-74.8089005
11.010132,-74.8329115
10.9992924,-74.80437549999999
10.9992924,-74.80437549999999
6.221621,-75.5808004
6.221621,-75.5808004
11.0102024,-74.8151565
11.0102024,-74.8151565
,
,
,
11.0128521,-74.8162237
11.0128521,-74.8162237
,
,
4.6321366,-74.0606555
4.6321366,-74.0606555
11.0125739,-74.825106
11.0125739,-74.825106
10.9458478,-74.7941068
10.9458478,-74.7941068
,
,
,
,
,
18.4975034,-69.9252131
18.4975034,-69.9252131
10.9714351,-74.8227983
29.3708857,-100.8958674
29.3708857,-100.8958674
11.0161065,-74.7953998
11.0161065,-74.7953998
11.0161065,-74.7953998
11.0161065,-74.7953998
,
,
10.995709,-74.8391889
10.995709,-74.8391889
,
,
10.9441967,-74.82653210000001
10.9441967,-74.82653210000001
,
-19.5753338,-65.7655678
-19.5753338,-65.7655678
10.9543408,-74.83545219999999
,
4.6878086,-74.058438
4.6878086,-74.058438
4.6948199,-74.0621124
4.6948199,-74.0621124
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
4.5814024,-74.0842688
4.5814024,-74.0842688
,
,
4.7272889,-74.076729
4.7272889,-74.076729
4.5818663,-74.0944036
4.5818663,-74.0944036
,
,
,
,
-11.8704028,-77.1182202
-11.8704028,-77.1182202
-11.8704028,-77.1182202
10.9474349,-74.7826127
4.6045277,-74.06950669999999
4.6150744,-74.08420319999999
4.6889793,-74.0347706
40.7756535,0.6733424
10.9480197,-74.7859095
3.4387166,-76.5049979
,
10.9622783,-74.7839898
10.9622783,-74.7839898
,
,
,
,
4.6760655,-74.0467558
4.6760655,-74.0467558
10.9625009,-74.7878956
,
18.5071014,-69.9065208
18.5071014,-69.9065208
7.114421999999999,-73.125535
7.114421999999999,-73.125535
10.9612996,-74.7932724
10.9612996,-74.7932724
4.6355577,-74.0735871
4.6355577,-74.0735871
8.9772797,-79.5323708
8.9772797,-79.5323708
4.6388471,-74.0691888
4.6388471,-74.0691888
4.6388471,-74.0691888
4.6388471,-74.0691888
,
,
10.9248876,-74.8149284
4.641222,-74.07131079999999
4.641222,-74.07131079999999
10.9708477,-74.7984597
10.9708477,-74.7984597
4.6298691,-74.116131
4.6298691,-74.116131
,
,
,
6.343231100000001,-75.5706743
6.343231100000001,-75.5706743
19.843618,-90.5372294
19.843618,-90.5372294
4.6486987,-74.0696465
4.6486987,-74.0696465
4.6751904,-74.1034658
4.6751904,-74.1034658
10.9658905,-74.8109025
10.9658905,-74.8109025
10.9771576,-74.810555
10.9771576,-74.810555
4.6763033,-74.0846175
4.6763033,-74.0846175
10.9954488,-74.80782769999999
10.9954488,-74.80782769999999
11.0017048,-74.8072116
11.0017048,-74.8072116
4.6669518,-74.0652353
11.0005299,-74.8107706
11.0005299,-74.8107706
11.0230614,-74.8009141
11.0230614,-74.8009141
11.0087609,-74.8139834
11.0087609,-74.8139834
11.0119004,-74.8107981
11.0119004,-74.8107981
10.9902571,-74.8280102
10.9902571,-74.8280102
11.0077272,-74.8193648
11.0077272,-74.8193648
10.9610244,-74.82705349999999
10.9610244,-74.82705349999999
,
11.0000093,-74.8261754
11.0000093,-74.8261754
4.679391400000001,-74.0665824
4.5814024,-74.0842688
4.5814024,-74.0842688
11.015294,-74.8179064
11.015294,-74.8179064
4.6781077,-74.0545201
4.6781077,-74.0545201
11.0050634,-74.8267964
11.0050634,-74.8267964
11.0156034,-74.8206575
4.6854063,-74.0619556
4.6854063,-74.0619556
4.683411,-74.0494297
,
,
,
4.6822503,-74.0491008
4.6822503,-74.0491008
,
,
10.9228263,-74.8052475
10.9228263,-74.8052475
10.9228263,-74.8052475
10.0565093,-69.3512411
10.0565093,-69.3512411
,
,
10.9963538,-74.8215387
10.9963538,-74.8215387
10.9695087,-74.7986026
10.9695087,-74.7986026
4.6221516,-74.0756166
4.6221516,-74.0756166
10.9784691,-74.82584229999999
6.241441699999999,-75.5524739
6.241441699999999,-75.5524739
4.5916321,-74.1220848
6.209435999999999,-75.567415
6.209435999999999,-75.567415
,
,
3.423742,-76.5448183
3.423742,-76.5448183
21.1454296,-86.8776706
21.1454296,-86.8776706
,
,
18.5024114,-69.8979332
18.5024114,-69.8979332
,
,
4.625573,-74.1001928
4.625573,-74.1001928
10.9908161,-74.8056504
10.9908161,-74.8056504
,
,
,
,
6.2527513,-75.5597898
6.2527513,-75.5597898
10.9825329,-74.7754351
10.9825329,-74.7754351
6.2555984,-75.5798692
6.2555984,-75.5798692
,
,
6.152793399999999,-75.6159842
6.152793399999999,-75.6159842
6.152793399999999,-75.6159842
11.0170072,-74.8597631
11.0170072,-74.8597631
6.274421200000001,-75.5631532
6.274421200000001,-75.5631532
6.221621,-75.5808004
4.6891726,-74.0902895
4.6891726,-74.0902895
11.0122599,-74.82208179999999
11.0069884,-74.80164839999999
11.0069884,-74.80164839999999
,
,
6.288804499999999,-75.5704907
6.288804499999999,-75.5704907
4.6851115,-74.092674
4.6851115,-74.092674
10.9262243,-74.81438109999999
10.9262243,-74.81438109999999
10.6581938,-71.6645072
10.6581938,-71.6645072
,
,
,
4.5978061,-74.100719
,
3.3973307,-76.5157583
3.3973307,-76.5157583
11.0115886,-74.8298203
11.0115886,-74.8298203
11.0139613,-74.80960449999999
11.0139613,-74.80960449999999
10.9562628,-74.8179043
10.9562628,-74.8179043
,
,
11.0012577,-74.78435
11.0012577,-74.78435
11.0161065,-74.7953998
11.0161065,-74.7953998
,
,
,
,
